date,银行股轮动,银行股等权持有,沪深300
2024-08-02,2.389515578426552,1.622077951098621,0.9008512382615361
2024-08-05,2.389515578426552,1.6094361294011577,0.8899192947339282
2024-08-06,2.389515578426552,1.590237279473202,0.8898287941057473
2024-08-07,2.389515578426552,1.5953358977522336,0.8894321884116606
2024-08-08,2.389515578426552,1.6000932849592857,0.8898181469730202
2024-08-09,2.389515578426552,1.609618719926868,0.8868076701944166
2024-08-12,2.389515578426552,1.6091407212098112,0.8852718212985243
2024-08-13,2.389515578426552,1.615776935077859,0.8875423223525903
2024-08-14,2.389515578426552,1.6133222247430903,0.8808479376503907
2024-08-15,2.389515578426552,1.6367308869437762,0.889554630438023
2024-08-16,2.389515578426552,1.6613491709201103,0.8905341666489215
2024-08-19,2.389515578426552,1.6942222827681699,0.8935526287770702
2024-08-20,2.389515578426552,1.698323225149985,0.887092480994868
2024-08-21,2.389515578426552,1.6814206629341004,0.8841485487958092
2024-08-22,2.389515578426552,1.702225115031362,0.8818860330912884
2024-08-23,2.389515578426552,1.710947831080266,0.8856258384617023
2024-08-26,2.389515578426552,1.711539825581278,0.8848352888567108
2024-08-27,2.389515578426552,1.7196441881800728,0.8798071804263111
2024-08-28,2.389515578426552,1.7050091099764673,0.8747950426950022
2024-08-29,2.389515578426552,1.6419940080351132,0.8724473499286641
2024-08-30,2.389515578426552,1.6058915848647264,0.8840926513489916
2024-09-02,2.389515578426552,1.6169072722164723,0.8690748706373373
2024-09-03,2.389515578426552,1.5821176302330913,0.8713160920764037
2024-09-04,2.389515578426552,1.577276897203767,0.8656544792487383
2024-09-05,2.389515578426552,1.5714435611577993,0.8671450778305403
2024-09-06,2.389515578426552,1.5758303948483778,0.8601153084474351
2024-09-09,2.389515578426552,1.545938892204621,0.8498940610293647
2024-09-10,2.389515578426552,1.5643193720107722,0.8506420221034475
2024-09-11,2.389515578426552,1.523362849171905,0.8480787248993846
2024-09-12,2.389515578426552,1.5374632680653408,0.8444427290730605
2024-09-13,2.389515578426552,1.5318326450081894,0.8409238517067353
2024-09-18,2.389515578426552,1.5503563962132783,0.8440541087285195
2024-09-19,2.389515578426552,1.5529628894396883,0.8507165520325376
2024-09-20,2.389515578426552,1.5645273072276005,0.8520501054066141
2024-09-23,2.389515578426552,1.5932017158583176,0.8551670535124891
2024-09-24,2.389515578426552,1.6665322236067865,0.8922057664870849
2024-09-25,2.389515578426552,1.7022076581105936,0.9054135346351228
2024-09-26,2.389515578426552,1.770142219626092,0.9436873150060688
2024-09-27,2.3883208206373387,1.7484172655335326,0.9858393134728817
2024-09-30,2.4920512401856487,1.8305723688699826,1.0694645556951512
2024-10-08,2.573511866944445,1.8764291441818193,1.1328815400012777
2024-10-09,2.3927296999733287,1.764719541345293,1.052996103149422
2024-10-10,2.501887266335568,1.843204792281825,1.0641250186324822
2024-10-11,2.4540267928978103,1.8231989560695412,1.0346803730755307
2024-10-14,2.530078044936211,1.88735430240438,1.0544228189348608
2024-10-15,2.4763112819296613,1.840741688057515,1.026380933114712
2024-10-16,2.5289633084349825,1.8781044066692028,1.0198861821511467
2024-10-17,2.4921059332411724,1.8528031753826688,1.008342028491727
2024-10-18,2.4873422265645013,1.8595590552632704,1.0448111198654202
2024-10-21,2.4577974485615095,1.8322218403543131,1.047464917697664
2024-10-22,2.4508512279842583,1.828841906738997,1.053475224122144
2024-10-23,2.4613582488410004,1.8344202523795168,1.0575823555716446
2024-10-24,2.4531861552513328,1.8310897375470878,1.0457693618108643
2024-10-25,2.436158146082882,1.8168122927042087,1.0531132216094206
2024-10-28,2.4286735894766474,1.80204198875277,1.0551734417921252
2024-10-29,2.419468171924382,1.799568089121684,1.0446567364408765
2024-10-30,2.390674753993311,1.7743206644220373,1.0352872596409786
2024-10-31,2.3818228002859305,1.7714669429487635,1.035710483166883
2024-11-01,2.389538297778019,1.7893179554181369,1.0354389812823406
2024-11-04,2.413533175448846,1.7989889722174732,1.0500095824194544
2024-11-05,2.4418833656376076,1.8141153998000603,1.0765768403568918
2024-11-06,2.41249618344706,1.7977420019605395,1.0711760822810417
2024-11-07,2.4924463101684418,1.8372102110668935,1.1034954536743253
2024-11-08,2.4406934409742056,1.8116165497374095,1.0924091267221738
2024-11-11,2.390657327466423,1.7865522623039778,1.0996172355784588
2024-11-12,2.363598026980061,1.7681255589615634,1.0875354017163177
2024-11-13,2.3715319196065496,1.778784306772329,1.0942297864185175
2024-11-14,2.373745783416707,1.7834535185817688,1.0752592576819062
2024-11-15,2.350820162497354,1.7773035006890847,1.0564164945380208
2024-11-18,2.4019442946492973,1.8278470170710817,1.05150550456762
2024-11-19,2.3889379249751177,1.8235653554468871,1.058561891782543
2024-11-20,2.373185605589412,1.8127721349643309,1.0609255552479717
2024-11-21,2.369190867039991,1.8071238103574747,1.0618651647111432
2024-11-22,2.3016753181952208,1.7661820041024023,1.0289655245842293
2024-11-25,2.2754951719752277,1.7658200689428334,1.0242781244010988
2024-11-26,2.2843945002184953,1.783961844603571,1.0221726539043035
2024-11-27,2.3089727705222765,1.8065954231583858,1.0399693362577458
2024-11-28,2.3031070167050287,1.804543779294085,1.030788846063755
2024-11-29,2.3032377422804577,1.8025254556781616,1.0425086774131727
2024-12-02,2.308113334571613,1.8018724013915803,1.050773514192628
2024-12-03,2.3487852543130083,1.8311191630586032,1.05190743382807
2024-12-04,2.353225924492479,1.838690578830792,1.0462298503013139
2024-12-05,2.3386583354360972,1.8325730135939153,1.043842230787249
2024-12-06,2.374791938603749,1.8540573099503173,1.057563723089372
2024-12-09,2.379910587391664,1.8594373181852912,1.0558149315389367
2024-12-10,2.3952519944776087,1.8805639754877839,1.0635527352483976
2024-12-11,2.3707456071065973,1.8550409485720325,1.0617400609015992
2024-12-12,2.417062093417603,1.8841616292349552,1.0722993547837567
2024-12-13,2.365185926035906,1.8533875401746531,1.0469272374949425
2024-12-16,2.370297502817171,1.8722054762973666,1.0412469921850045
2024-12-17,2.345493194944487,1.8660132650830175,1.0439593492472476
2024-12-18,2.3854949227392366,1.8882718386468347,1.0492456506462808
2024-12-19,2.361280763737677,1.868724015867217,1.0501959072421796
2024-12-20,2.3589126333131945,1.8693241911642489,1.0454792274440492
2024-12-23,2.389182410830136,1.9063165334512384,1.0470310470390325
2024-12-24,2.4142300792205957,1.9352217275192267,1.0603719043461595
2024-12-25,2.42971849254198,1.962628054323151,1.0608882902834267
