date,优化版,朴素版,买入持有
2021-08-20,1.2587409563398508,1.2587409563398508,1.2694762675411513
2021-08-23,1.2587409563398508,1.2587409563398508,1.2872064053150487
2021-08-24,1.2587409563398508,1.2587409563398508,1.3011834288026236
2021-08-25,1.2587409563398508,1.2587409563398508,1.3037839909712314
2021-08-26,1.2587409563398508,1.2587409563398508,1.278084474351057
2021-08-27,1.2587409563398508,1.2587409563398508,1.284853388982347
2021-08-30,1.2587409563398508,1.2587409563398508,1.2811881135410235
2021-08-31,1.2587409563398508,1.2587409563398508,1.2791491876237728
2021-09-01,1.2587409563398508,1.2587409563398508,1.2961446732394966
2021-09-02,1.2587409563398508,1.2587409563398508,1.2961313643235877
2021-09-03,1.2587409563398508,1.2587409563398508,1.2891175656395732
2021-09-06,1.2587409563398508,1.2587409563398508,1.3132519537488552
2021-09-07,1.2587409563398508,1.2587409563398508,1.3289830923532293
2021-09-08,1.2587409563398508,1.2587409563398508,1.3234732011669257
2021-09-09,1.2587409563398508,1.2587409563398508,1.3229089031323864
2021-09-10,1.2587409563398508,1.2587409563398508,1.334490321756351
2021-09-13,1.2587409563398508,1.2587409563398508,1.32867166372096
2021-09-14,1.2587409563398508,1.2587409563398508,1.3088413790166307
2021-09-15,1.2587409563398508,1.2587409563398508,1.2955750516385935
2021-09-16,1.2587409563398508,1.2587409563398508,1.2797055003087667
2021-09-17,1.2587409563398508,1.2587409563398508,1.2925459423777175
2021-09-22,1.2587409563398508,1.2587409563398508,1.2834506292455443
2021-09-23,1.2587409563398508,1.2587409563398508,1.2918166137859073
2021-09-24,1.2587409563398508,1.2587409563398508,1.290813121526373
2021-09-27,1.2587409563398508,1.2587409563398508,1.2982501437362917
2021-09-28,1.2587409563398508,1.2587409563398508,1.2999696556717275
2021-09-29,1.2587409563398508,1.2587409563398508,1.2866873575945998
2021-09-30,1.2587409563398508,1.2587409563398508,1.2953248440195055
2021-10-08,1.2587409563398508,1.2587409563398508,1.312243137922957
2021-10-11,1.2587409563398508,1.2587409563398508,1.3139067524115755
2021-10-12,1.2587409563398508,1.2587409563398508,1.2999723174549094
2021-10-13,1.2587409563398508,1.2587409563398508,1.3149501714188367
2021-10-14,1.2587409563398508,1.2587409563398508,1.3078964459870956
2021-10-15,1.2587409563398508,1.2587409563398508,1.3128207448734055
2021-10-18,1.2587409563398508,1.2587409563398508,1.2975607418922084
2021-10-19,1.2587409563398508,1.2587409563398508,1.3103213304657055
2021-10-20,1.2587409563398508,1.2587409563398508,1.3069834543557421
2021-10-21,1.2587409563398508,1.2587409563398508,1.3117320755520538
2021-10-22,1.2587409563398508,1.2587409563398508,1.320172590021507
2021-10-25,1.2587409563398508,1.2587409563398508,1.3254402589382681
2021-10-26,1.2587409563398508,1.2587409563398508,1.3210696109537703
2021-10-27,1.2587409563398508,1.2587409563398508,1.3037839909712314
2021-10-28,1.2587409563398508,1.2587409563398508,1.2947286045867847
2021-10-29,1.2587409563398508,1.2587409563398508,1.30660814292711
2021-11-01,1.2587409563398508,1.2587409563398508,1.3017956389344347
2021-11-02,1.2587409563398508,1.2587409563398508,1.288263133238219
2021-11-03,1.2587409563398508,1.2587409563398508,1.283274951555546
2021-11-04,1.2587409563398508,1.2587409563398508,1.2959530248504076
2021-11-05,1.2587409563398508,1.2587409563398508,1.2889285790336662
2021-11-08,1.2587409563398508,1.2587409563398508,1.2904803986286493
2021-11-09,1.2587409563398508,1.2587409563398508,1.2900971018504717
2021-11-10,1.2587409563398508,1.2587409563398508,1.2832962458210002
2021-11-11,1.2587409563398508,1.2587409563398508,1.303914418347139
2021-11-12,1.2587409563398508,1.2587409563398508,1.3011781052362599
2021-11-15,1.2587409563398508,1.2587409563398508,1.2995836971103683
2021-11-16,1.2587409563398508,1.2587409563398508,1.2998339047294563
2021-11-17,1.2587409563398508,1.2587409563398508,1.300480718042631
2021-11-18,1.2587409563398508,1.2587409563398508,1.28766955558868
2021-11-19,1.2587409563398508,1.2587409563398508,1.3016279465939824
2021-11-22,1.2587409563398508,1.2587409563398508,1.307574370222099
2021-11-23,1.2587409563398508,1.2587409563398508,1.3078272396243693
2021-11-24,1.2587409563398508,1.2587409563398508,1.3087082898575413
2021-11-25,1.2587409563398508,1.2587409563398508,1.3033261642639635
2021-11-26,1.2587409563398508,1.2587409563398508,1.2936612295308874
2021-11-29,1.2587409563398508,1.2587409563398508,1.291342816379549
2021-11-30,1.2587409563398508,1.2587409563398508,1.2861816187900597
2021-12-01,1.2587409563398508,1.2587409563398508,1.2893278465109346
2021-12-02,1.2587409563398508,1.2587409563398508,1.292604501607717
2021-12-03,1.2587409563398508,1.2587409563398508,1.3045452609612231
2021-12-06,1.2587409563398508,1.2587409563398508,1.3023093630885203
2021-12-07,1.2587409563398508,1.2587409563398508,1.3101562999084346
2021-12-08,1.2587409563398508,1.2587409563398508,1.3298082451395838
2021-12-09,1.2587409563398508,1.2587409563398508,1.3518371627520707
2021-12-10,1.2587409563398508,1.2587409563398508,1.3455633397925937
2021-12-13,1.2587409563398508,1.2587409563398508,1.353197333957965
2021-12-14,1.2587409563398508,1.2587409563398508,1.344120653308064
2021-12-15,1.2587409563398508,1.2587409563398508,1.3324620429718275
2021-12-16,1.2587409563398508,1.2587409563398508,1.3401359638849257
2021-12-17,1.2587409563398508,1.2587409563398508,1.318849683780158
2021-12-20,1.2587409563398508,1.2587409563398508,1.2990619876067375
2021-12-21,1.2587409563398508,1.2587409563398508,1.3078645045889141
2021-12-22,1.2587409563398508,1.2587409563398508,1.3081200357743659
2021-12-23,1.2587409563398508,1.2587409563398508,1.3172472903047208
2021-12-24,1.2587409563398508,1.2587409563398508,1.3099540043866187
2021-12-27,1.2587409563398508,1.2587409563398508,1.3094163241838972
2021-12-28,1.2587409563398508,1.2587409563398508,1.3191690977619728
2021-12-29,1.2587409563398508,1.2397027317717544,1.2998764932603648
2021-12-30,1.2587409563398508,1.2493568912828572,1.309999254700709
2021-12-31,1.2587409563398508,1.254144623293885,1.3150193777815633
2022-01-04,1.2587409563398508,1.2484074682859725,1.30900374779072
2022-01-05,1.2587409563398508,1.2358034972177039,1.2957879942931367
2022-01-06,1.2587409563398508,1.2231386006095284,1.2825083579991907
2022-01-07,1.2587409563398508,1.224189566172925,1.2836103362364515
2022-01-10,1.2587409563398508,1.2296931732778609,1.2893810821745704
2022-01-11,1.2587409563398508,1.2179446983324538,1.2770623496092504
2022-01-12,1.2587409563398508,1.2300815735947683,1.2897883350013841
2022-01-13,1.2587409563398508,1.2098593714739574,1.2685845701752518
2022-01-14,1.2587409563398508,1.1999107385199705,1.25815304188582
2022-01-17,1.2587409563398508,1.2102046162000972,1.268946572687975
2022-01-18,1.2587409563398508,1.2218997812980859,1.2812094078064777
2022-01-19,1.2587409563398508,1.2135301352533565,1.272433508656119
2022-01-20,1.2587409563398508,1.2244789624874837,1.2839137795191755
2022-01-21,1.2587409563398508,1.2132585088879375,1.2721486978556675
2022-01-24,1.2587409563398508,1.2126518796334935,1.2741264027597368
2022-01-25,1.2587409563398508,1.2126518796334935,1.245301952684142
2022-01-26,1.2587409563398508,1.2126518796334935,1.2543147505376804
2022-01-27,1.2587409563398508,1.2126518796334935,1.229711888588403
2022-01-28,1.2587409563398508,1.2126518796334935,1.2147766231553843
2022-02-07,1.2587409563398508,1.2126518796334935,1.2334942824897255
2022-02-08,1.2587409563398508,1.2126518796334935,1.2267546474734354
2022-02-09,1.2587409563398508,1.2126518796334935,1.2382775068674008
2022-02-10,1.2587409563398508,1.2126518796334935,1.2350301313856178
2022-02-11,1.2587409563398508,1.2126518796334935,1.2247929132684567
2022-02-14,1.2587409563398508,1.2126518796334935,1.2115611890717828
2022-02-15,1.2587409563398508,1.2126518796334935,1.2244468814548244
2022-02-16,1.2587409563398508,1.2126518796334935,1.229208811567045
2022-02-17,1.2587409563398508,1.2126518796334935,1.2321820233811034
2022-02-18,1.2587409563398508,1.2126518796334935,1.2380592406464939
2022-02-21,1.2587409563398508,1.2126518796334935,1.233552841719725
2022-02-22,1.2587409563398508,1.2126518796334935,1.2175395540980813
2022-02-23,1.2587409563398508,1.2126518796334935,1.2305556738570302
2022-02-24,1.2587409563398508,1.2126518796334935,1.2056067800941206
2022-02-25,1.2587409563398508,1.2126518796334935,1.2173452439258108
2022-02-28,1.2587409563398508,1.2126518796334935,1.2195358914844232
2022-03-01,1.2587409563398508,1.2126518796334935,1.229661314707949
2022-03-02,1.2587409563398508,1.2126518796334935,1.2187240476139776
2022-03-03,1.2587409563398508,1.2126518796334935,1.2115452183726922
2022-03-04,1.2587409563398508,1.2126518796334935,1.1968521752092163
2022-03-07,1.2587409563398508,1.2126518796334935,1.158615659802815
2022-03-08,1.2587409563398508,1.2126518796334935,1.13535433657716
2022-03-09,1.2587409563398508,1.2126518796334935,1.124962735035455
2022-03-10,1.2587409563398508,1.2126518796334935,1.142660931411171
2022-03-11,1.2587409563398508,1.2126518796334935,1.1463022508038585
2022-03-14,1.2587409563398508,1.2126518796334935,1.1112305956006048
2022-03-15,1.2587409563398508,1.2126518796334935,1.060403845744341
2022-03-16,1.2587409563398508,1.2126518796334935,1.1062583846170226
2022-03-17,1.2587409563398508,1.2126518796334935,1.1279838589467857
2022-03-18,1.2587409563398508,1.2126518796334935,1.135490087519431
2022-03-21,1.2587409563398508,1.2126518796334935,1.1335869125444518
2022-03-22,1.2587409563398508,1.2126518796334935,1.1326685973467345
2022-03-23,1.2587409563398508,1.2126518796334935,1.1383169012584913
2022-03-24,1.2587409563398508,1.2126518796334935,1.1316065458572007
2022-03-25,1.2587409563398508,1.2126518796334935,1.1111800217201506
2022-03-28,1.2587409563398508,1.2126518796334935,1.1042327676156811
2022-03-29,1.2587409563398508,1.2126518796334935,1.1004184323161774
2022-03-30,1.2587409563398508,1.2126518796334935,1.13234918336492
2022-03-31,1.2587409563398508,1.2126518796334935,1.1239645663422841
2022-04-01,1.2587409563398508,1.2126518796334935,1.1382210770639467
2022-04-06,1.2587409563398508,1.2126518796334935,1.1349417601839824
2022-04-07,1.2587409563398508,1.2126518796334935,1.1203711590468688
2022-04-08,1.2587409563398508,1.2126518796334935,1.1261392432018058
2022-04-11,1.2587409563398508,1.2126518796334935,1.0913497370158216
2022-04-12,1.2587409563398508,1.2126518796334935,1.112617384638317
2022-04-13,1.2587409563398508,1.2126518796334935,1.101909030897979
2022-04-14,1.2587409563398508,1.2126518796334935,1.115705053129192
2022-04-15,1.2587409563398508,1.2126518796334935,1.1149544302719276
2022-04-18,1.2587409563398508,1.2126518796334935,1.1090000212942654
2022-04-19,1.2587409563398508,1.2126518796334935,1.1006207278379931
2022-04-20,1.2587409563398508,1.2126518796334935,1.083556035859543
2022-04-21,1.2587409563398508,1.2126518796334935,1.0636033091288515
2022-04-22,1.2587409563398508,1.2126518796334935,1.0682401354315283
2022-04-25,1.2587409563398508,1.2126518796334935,1.0154463278039223
2022-04-26,1.2587409563398508,1.2126518796334935,1.0072506973871935
2022-04-27,1.2587409563398508,1.2126518796334935,1.0369082855986882
2022-04-28,1.2587409563398508,1.2126518796334935,1.0437144651945232
2022-04-29,1.2587409563398508,1.2126518796334935,1.0690360086028832
2022-05-05,1.2587409563398508,1.2126518796334935,1.0674309533442643
2022-05-06,1.2587409563398508,1.2126518796334935,1.0404431336641042
2022-05-09,1.2587409563398508,1.2126518796334935,1.03209045803965
2022-05-10,1.2587409563398508,1.2126518796334935,1.0433844040799811
2022-05-11,1.2587409563398508,1.2126518796334935,1.0584367879729988
2022-05-12,1.2587409563398508,1.2126518796334935,1.0537307553075956
2022-05-13,1.2587409563398508,1.2126518796334935,1.061678839888418
2022-05-16,1.2587409563398508,1.2126518796334935,1.053145163007602
2022-05-17,1.2587409563398508,1.2126518796334935,1.0662810630097315
2022-05-18,1.2587409563398508,1.2126518796334935,1.0625598901215902
2022-05-19,1.2587409563398508,1.2126518796334935,1.064606801388386
2022-05-20,1.2587409563398508,1.2126518796334935,1.0853687102063414
2022-05-23,1.2587409563398508,1.2126518796334935,1.0790815783309555
2022-05-24,1.2587409563398508,1.2126518796334935,1.053839888418049
2022-05-25,1.2587409563398508,1.2126518796334935,1.0602361534038882
2022-05-26,1.2587409563398508,1.2126518796334935,1.0628606716211324
2022-05-27,1.2587409563398508,1.2126518796334935,1.0650593045292902
2022-05-30,1.2587409563398508,1.2126518796334935,1.0724377675092098
2022-05-31,1.2587409563398508,1.2126518796334935,1.0890739123953919
2022-06-01,1.2587409563398508,1.2126518796334935,1.0868539852217798
2022-06-02,1.2587409563398508,1.2126518796334935,1.088554864674943
2022-06-06,1.2587409563398508,1.2126518796334935,1.1089228295819935
2022-06-07,1.2587409563398508,1.2126518796334935,1.1123937948510465
2022-06-08,1.2587409563398508,1.2126518796334935,1.1232219288345648
2022-06-09,1.2587409563398508,1.2126518796334935,1.1114728178701476
2022-06-10,1.2587409563398508,1.2126518796334935,1.1283272289772364
2022-06-13,1.2587409563398508,1.2126518796334935,1.1151141372628353
2022-06-14,1.2587409563398508,1.2126518796334935,1.1238873746300122
2022-06-15,1.2587409563398508,1.2126518796334935,1.1387694043993952
2022-06-16,1.2587409563398508,1.2126518796334935,1.131273822959477
2022-06-17,1.2587409563398508,1.2126518796334935,1.1469730201656694
2022-06-20,1.2587409563398508,1.2126518796334935,1.1526665743915163
2022-06-21,1.2587409563398508,1.2126518796334935,1.1513729477651666
2022-06-22,1.2587409563398508,1.2126518796334935,1.1367464491812354
2022-06-23,1.2587409563398508,1.2126518796334935,1.1562466727710228
2022-06-24,1.2587409563398508,1.2126518796334935,1.1697924873831478
2022-06-27,1.2587409563398508,1.2126518796334935,1.1829656523498222
2022-06-28,1.2587409563398508,1.2126518796334935,1.195279061348779
2022-06-29,1.2587409563398508,1.2126518796334935,1.176870168863525
2022-06-30,1.2587409563398508,1.2126518796334935,1.193812418815613
2022-07-01,1.2587409563398508,1.2126518796334935,1.1889440173761205
2022-07-04,1.2587409563398508,1.2126518796334935,1.1967457038819445
2022-07-05,1.2587409563398508,1.2126518796334935,1.1950182065969635
2022-07-06,1.2587409563398508,1.2126518796334935,1.177564894273972
2022-07-07,1.2587409563398508,1.2126518796334935,1.1827553714784609
2022-07-08,1.2587409563398508,1.2126518796334935,1.1788452119844124
2022-07-11,1.2587409563398508,1.2126518796334935,1.1591054279082642
2022-07-12,1.2587409563398508,1.2126518796334935,1.1481921168629288
2022-07-13,1.2587409563398508,1.2142495472620316,1.1502789548774515
2022-07-14,1.2587409563398508,1.2144209458689446,1.1504413236515405
2022-07-15,1.2587409563398508,1.1937575793896413,1.1308665701326632
2022-07-18,1.2587409563398508,1.2061376164725637,1.1425943868316262
2022-07-19,1.2587409563398508,1.1996048007172768,1.1364057409339665
2022-07-20,1.2587409563398508,1.203667790645081,1.1402546794148336
2022-07-21,1.2587409563398508,1.1902537422942252,1.1275473265049722
2022-07-22,1.2587409563398508,1.1908634717647184,1.1281249334554202
2022-07-25,1.2587409563398508,1.1836731597140608,1.1213134302932222
2022-07-26,1.2587409563398508,1.1930410770164805,1.130187815421307
2022-07-27,1.2587409563398508,1.1871573281168804,1.1246140414386405
2022-07-28,1.2587409563398508,1.1873343463502495,1.1247817337790933
2022-07-29,1.2587409563398508,1.1717202142418068,1.109990204637891
2022-08-01,1.2587409563398508,1.1769408472195801,1.1149357977896552
2022-08-02,1.2587409563398508,1.1539959123990757,1.0931996763271652
2022-08-03,1.2587409563398508,1.1427454202338418,1.0825418964672813
2022-08-04,1.2587409563398508,1.152456134750088,1.0917410191435446
2022-08-05,1.2587409563398508,1.168014070593969,1.106479312621111
2022-08-08,1.2587409563398508,1.1655301957003459,1.1041262962884095
2022-08-09,1.2587409563398508,1.1678398621738282,1.10631428206384
2022-08-10,1.2587409563398508,1.1547601815971138,1.0939236813526116
2022-08-11,1.2587409563398508,1.1783064164484276,1.1162294244160047
2022-08-12,1.2587409563398508,1.1776348710869162,1.115593258235557
2022-08-15,1.2587409563398508,1.1760979032511565,1.1141372628351185
2022-08-16,1.2587409563398508,1.1738950096803413,1.1120504248205958
2022-08-17,1.2587409563398508,1.1848869990285917,1.122463320627755
2022-08-18,1.2587409563398508,1.1745300274698875,1.1126519878196803
2022-08-19,1.2587409563398508,1.16637313966877,1.1049248312429463
2022-08-22,1.2587409563398508,1.1748953031895377,1.1129980196333127
2022-08-23,1.2587409563398508,1.1691857627100783,1.1075892762079171
2022-08-24,1.2587409563398508,1.147083771857998,1.0866516896999638
2022-08-25,1.2587409563398508,1.156586560195366,1.0956538404207745
2022-08-26,1.2587409563398508,1.1560082669152683,1.0933407508358
2022-08-29,1.2587409563398508,1.1560082669152683,1.088541555759034
2022-08-30,1.2587409563398508,1.1560082669152683,1.0848869274504376
2022-08-31,1.2587409563398508,1.1560082669152683,1.0856987713208832
2022-09-01,1.2587409563398508,1.1560082669152683,1.0763559123528033
2022-09-02,1.2587409563398508,1.1560082669152683,1.0709977428078619
2022-09-05,1.2587409563398508,1.1560082669152683,1.0688204041651583
2022-09-06,1.2587409563398508,1.1560082669152683,1.0786290751900514
2022-09-07,1.2587409563398508,1.1560082669152683,1.0793477566491343
2022-09-08,1.2587409563398508,1.1560082669152683,1.074742871744639
2022-09-09,1.2587409563398508,1.1560082669152683,1.089678137177658
2022-09-13,1.2587409563398508,1.1560082669152683,1.0942883456485166
2022-09-14,1.2587409563398508,1.1560082669152683,1.0821106875918316
2022-09-15,1.2587409563398508,1.1560082669152683,1.0719320287046699
2022-09-16,1.2587409563398508,1.1560082669152683,1.0467941483358532
2022-09-19,1.2587409563398508,1.1560082669152683,1.0455484338067758
2022-09-20,1.2587409563398508,1.1560082669152683,1.0468367368667617
2022-09-21,1.2587409563398508,1.1560082669152683,1.0390882860245736
2022-09-22,1.2587409563398508,1.1560082669152683,1.0299344136624007
2022-09-23,1.2587409563398508,1.1560082669152683,1.0263889184642576
2022-09-26,1.2587409563398508,1.1560082669152683,1.0212410297906773
2022-09-27,1.2587409563398508,1.1560082669152683,1.0360458678477886
2022-09-28,1.2587409563398508,1.1560082669152683,1.0191195885947915
2022-09-29,1.2587409563398508,1.1560082669152683,1.0187016886352505
2022-09-30,1.2587409563398508,1.1560082669152683,1.0127792210557696
2022-10-10,1.2587409563398508,1.1560082669152683,0.9904335512446498
2022-10-11,1.2587409563398508,1.1560082669152683,0.9922302548923575
2022-10-12,1.2587409563398508,1.1560082669152683,1.0073012712676477
2022-10-13,1.2587409563398508,1.1560082669152683,0.9988793892804667
2022-10-14,1.2587409563398508,1.1560082669152683,1.0227822022529331
2022-10-17,1.2587409563398508,1.1560082669152683,1.0238309448265581
2022-10-18,1.2587409563398508,1.1560082669152683,1.0216642533165818
2022-10-19,1.2587409563398508,1.1560082669152683,1.0052304039522157
2022-10-20,1.2587409563398508,1.1560082669152683,0.999480952279551
2022-10-21,1.2587409563398508,1.1560082669152683,0.9962761653286769
2022-10-24,1.2587409563398508,1.1560082669152683,0.9671243159217222
2022-10-25,1.2587409563398508,1.1560082669152683,0.965548540278103
2022-10-26,1.2587409563398508,1.1560082669152683,0.9733874917484722
2022-10-27,1.2587409563398508,1.1560082669152683,0.9665307382721833
2022-10-28,1.2587409563398508,1.1560082669152683,0.942625263516535
2022-10-31,1.2587409563398508,1.1560082669152683,0.933939864994357
2022-11-01,1.2587409563398508,1.1560082669152683,0.9673372585762654
2022-11-02,1.2587409563398508,1.1560082669152683,0.9789532803815932
2022-11-03,1.2587409563398508,1.1560082669152683,0.9709918868848619
2022-11-04,1.2587409563398508,1.1560082669152683,1.002738974894061
2022-11-07,1.2587409563398508,1.1560082669152683,1.0049030046208556
2022-11-08,1.2587409563398508,1.1560082669152683,0.9979903536977491
2022-11-09,1.2587409563398508,1.1560082669152683,0.9886581418623964
2022-11-10,1.2587409563398508,1.1560082669152683,0.9810507655288431
2022-11-11,1.2587409563398508,1.1560082669152683,1.0084005877217266
2022-11-14,1.2587409563398508,1.1560082669152683,1.0098858627371647
2022-11-15,1.2587409563398508,1.1560082669152683,1.0290373927301377
2022-11-16,1.2587409563398508,1.1560082669152683,1.0206314814420476
2022-11-17,1.2587409563398508,1.1560082669152683,1.0164444964970933
2022-11-18,1.2587409563398508,1.1560082669152683,1.0118955090394157
2022-11-21,1.2587409563398508,1.1560082669152683,1.0032606843976917
2022-11-22,1.2587409563398508,1.1560082669152683,1.0033778028576905
2022-11-23,1.2587409563398508,1.1560082669152683,1.004431868997679
2022-11-24,1.2587409563398508,1.1560082669152683,0.9999813675177275
2022-11-25,1.2587409563398508,1.1560082669152683,1.0050307702135814
2022-11-28,1.2587409563398508,1.1560082669152683,0.9937075445582504
2022-11-29,1.2587409563398508,1.1560082669152683,1.0243659632460977
2022-11-30,1.2587409563398508,1.1560082669152683,1.0255957070760844
2022-12-01,1.2587409563398508,1.1560082669152683,1.0367033282936904
2022-12-02,1.2587409563398508,1.1560082669152683,1.0303629607546687
2022-12-05,1.2587409563398508,1.1560082669152683,1.0505738804539937
2022-12-06,1.2587409563398508,1.1560082669152683,1.0562488021975682
2022-12-07,1.2587409563398508,1.1560082669152683,1.053650901812142
2022-12-08,1.2587409563398508,1.1560082669152683,1.0538478737675943
2022-12-09,1.2587409563398508,1.1560082669152683,1.0642447988756627
2022-12-12,1.2587409563398508,1.1560082669152683,1.0523200102212473
2022-12-13,1.2587409563398508,1.1560082669152683,1.050254466472179
2022-12-14,1.2587409563398508,1.1560082669152683,1.0527059687826068
2022-12-15,1.2587409563398508,1.1560082669152683,1.0519340516598878
2022-12-16,1.2587409563398508,1.1560082669152683,1.0525302910926086
2022-12-19,1.2587409563398508,1.1560082669152683,1.0362907519005131
2022-12-20,1.2587409563398508,1.1560082669152683,1.019202103873427
2022-12-21,1.2587409563398508,1.1560082669152683,1.0196066949170588
2022-12-22,1.2587409563398508,1.1560082669152683,1.021068013883861
2022-12-23,1.2587409563398508,1.1560082669152683,1.0189891612188837
2022-12-26,1.2587409563398508,1.1560082669152683,1.0230537041374757
2022-12-27,1.2587409563398508,1.1560082669152683,1.0348613743318924
2022-12-28,1.2587409563398508,1.1560082669152683,1.0304454760333042
2022-12-29,1.2587409563398508,1.1560082669152683,1.026569919720619
2022-12-30,1.2587409563398508,1.1560082669152683,1.0305439620110304
2023-01-03,1.2587409563398508,1.1560082669152683,1.0348746832478013
2023-01-04,1.2587409563398508,1.1560082669152683,1.036218883754605
2023-01-05,1.2587409563398508,1.1560082669152683,1.056349949958476
2023-01-06,1.2587409563398508,1.1560082669152683,1.0596266050552585
2023-01-09,1.2587409563398508,1.1560082669152683,1.068205532250165
2023-01-10,1.2587409563398508,1.1560082669152683,1.0693634079342431
2023-01-11,1.2587409563398508,1.1560082669152683,1.0673830412469922
2023-01-12,1.2587409563398508,1.1560082669152683,1.0694698792615147
2023-01-13,1.2587409563398508,1.1560082669152683,1.0845116160218053
2023-01-16,1.2587409563398508,1.1560082669152683,1.1014352334916206
2023-01-17,1.2578925664684135,1.1552291187513755,1.1012435851025317
2023-01-18,1.2557855590224771,1.1532940756325458,1.099398969357552
2023-01-19,1.263599425019673,1.1604702095652908,1.1062397521347502
2023-01-20,1.2713585635507403,1.1675960826378062,1.1130326228146759
2023-01-30,1.2773846656544143,1.1731303618030595,1.1183082770809822
2023-01-31,1.2638578602763892,1.1607075525163733,1.106466003705202
2023-02-01,1.2757367608409982,1.1716169514561539,1.1168655905964524
2023-02-02,1.2712430277889142,1.167489976377322,1.112931475053768
2023-02-03,1.2592273085589853,1.1564549252869687,1.1024121079193374
2023-02-06,1.242581037611652,1.14116724696721,1.0878388449990417
2023-02-07,1.2448157424785542,1.1432195654265749,1.0897952556376567
2023-02-08,1.2393156321326682,1.1381683489735257,1.0849800898618
2023-02-09,1.2559527818356466,1.1534476504832458,1.0995453674325504
2023-02-10,1.2484885635387148,1.1465926276019662,1.0930106897212581
2023-02-13,1.259817149027256,1.1569966256694402,1.1029284938566044
2023-02-14,1.260340100370259,1.1574768961116317,1.103386320563872
2023-02-15,1.2537728044348726,1.1514455928841105,1.0976368688912075
2023-02-16,1.2445907517844714,1.143012937445632,1.0895982836822042
2023-02-17,1.226658385383125,1.126544128910484,1.073899086476012
2023-02-20,1.2567524109240757,1.1541820174965973,1.100245416409361
2023-02-21,1.2600543013804786,1.1572144227304346,1.103136112944784
2023-02-22,1.2486831500849485,1.146771332882782,1.0931810438448926
2023-02-23,1.247679813205931,1.1458498837785773,1.092302655394902
2023-02-24,1.2347276462222525,1.1339548135242996,1.0809634590404804
2023-02-27,1.2294950923774377,1.1291493168323719,1.0763825301846213
2023-02-28,1.2372846350563542,1.136303112605015,1.0832020186963651
2023-03-01,1.2547609392399655,1.1523530806382516,1.098501948425289
2023-03-02,1.2519637576378564,1.1497841922265297,1.0960531078980429
2023-03-03,1.2558585289773148,1.1533610901128515,1.099462852153915
2023-03-06,1.249309475530638,1.1473465405054069,1.093729371180341
2023-03-07,1.231018340184673,1.1305482441087553,1.0777160835586976
2023-03-08,1.226536768791729,1.1264324381099746,1.0737926151487405
2023-03-09,1.22220113730846,1.1224506610718055,1.0699969123315092
2023-03-10,1.2061751109772463,1.1077326058346462,1.0559666531802985
2023-03-13,1.2188080344085104,1.1193344877375864,1.0670263623006324
2023-03-14,1.2115140793395327,1.11263583197702,1.06064074444752
2023-03-15,1.212182970592211,1.113250131379823,1.0612263367475139
2023-03-16,1.1976649899943084,1.0999170420689834,1.0485163220544707
2023-03-17,1.2036454858762087,1.1054094371840455,1.05375204957305
2023-03-20,1.197643707090814,1.099897496178894,1.0484976895721982
2023-03-21,1.2108087031094357,1.111988025334064,1.0600232107493452
2023-03-22,1.215995650732477,1.1167516379758007,1.0645642128574775
2023-03-23,1.2280508953546097,1.1278229885763198,1.0751181831732715
2023-03-24,1.2243902359535888,1.1244610954809793,1.0719133962223972
2023-03-27,1.219960351611988,1.1203927580724151,1.0680351781265305
2023-03-28,1.2160169336359712,1.1167711838658898,1.0645828453397501
2023-03-29,1.2180327286383605,1.1186224588843372,1.0663476075892762
2023-03-30,1.227880632126655,1.1276666214556061,1.0749691233150913
2023-03-31,1.2316507464599322,1.1311290362714053,1.0782697344605097
2023-04-03,1.2437029506672803,1.1421975946019118,1.088821042993122
2023-04-04,1.2475156308075461,1.1456991011978892,1.0921589191030854
2023-04-06,1.2455484824417153,1.1438925024996458,1.090436745384468
2023-04-07,1.2536481474286918,1.1513311098135885,1.0975277357807542
2023-04-10,1.2480325013209796,1.1461737871000557,1.0926114222439898
2023-04-11,1.2466156680312155,1.144872589274118,1.0913710312812759
2023-04-12,1.245746109402734,1.144074000050474,1.0906097612912842
2023-04-13,1.237138695146679,1.1361690836444034,1.0830742531036393
2023-04-14,1.2441377299815213,1.142596889213734,1.0892016779881177
2023-04-17,1.2615836300172838,1.1586189345468436,1.104474989885224
2023-04-18,1.2654297547201836,1.1621511561129614,1.107842145610187
2023-04-19,1.2540373205211595,1.15168852037522,1.0978684440280233
2023-04-20,1.2505286818593837,1.1484662407805166,1.0947967462362387
2023-04-21,1.2260685449148545,1.1260024285280128,1.0733827005387448
2023-04-24,1.2108877538938434,1.1120606243543956,1.0600924171120716
2023-04-25,1.204816045568396,1.1064844611389513,1.0547768360980387
2023-04-26,1.2037701428823901,1.1055239202545684,1.0538611826835034
2023-04-27,1.2126451136395162,1.11367455642176,1.0616309277911458
2023-04-28,1.225010480569709,1.1250307185635788,1.0724563999914822
2023-05-04,1.2253631686847575,1.1253546218850567,1.0727651668405698
2023-05-05,1.2212981341173448,1.1216213568780218,1.0692063627265178
2023-05-08,1.2352171530026217,1.1344043689963512,1.0813920061327484
2023-05-09,1.2246425903807359,1.124692853892037,1.0721343242264858
2023-05-10,1.2152142641327575,1.1160340245825262,1.0638801345797577
2023-05-11,1.213326166551334,1.1143000249046138,1.0622271672238666
